web-scraper-order,web-scraper-start-url,cards,cards-href,tipo,cidade,bairro,quartos,suites,banheiros,vagas,area_construida,valor
1650152671-2075,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=5,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-150-m-na-avenida-cidade-de-pelotas-cidade-nova-rio-grande-rs-a-venda-por-320000/CA0788-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2 Quartos,0,3 Banheiros,0,"150 m²
 Área construída",320000
1650152603-2063,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/ideal-para-investidores-ap-de-2-dorm-na-galeria-papaleo-reformado-mobilia-completa-nova-e-locado-por-30-meses-por-900-taxas-aceita-financi/AP0711-LINL?from=sale,Apartamento,Rio Grande,Centro,2 Quartos,0,1 Banheiro,0,"64 m²
 Área útil",245000
1650152420-2031,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-40-m-na-rua-da-praia-cassino-rio-grande-rs-a-venda-por-106000/CA0080-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,0,"40 m²
 Área construída",106000
1650152692-2079,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=5,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-130-m-por-290000-cassino-rio-grande-rs/CA0928-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,0,"130 m²
 Área construída",290000
1650152582-2059,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-112-m-na-rua-vice-almirante-abreu-centro-rio-grande-rs-a-venda-por-260000/CA0779-LINL?from=sale,Casa,Rio Grande,Centro,3 Quartos,0,1 Banheiro,0,"112 m²
 Área construída",260000
1650152566-2057,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/aceita-financiamento-ap-amplo-com-3-dormitorios-no-4-andar-sem-garagem-cond-250/AP0608-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,3 Quartos,0,1 Banheiro,0,"68 m²
 Área útil",170000
1650152389-2025,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-65-m-na-rua-doutor-dalton-campos-de-camargo-cassino-rio-grande-rs-a-venda-por-135000/CA0194-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,0,1 Banheiro,0,"65 m²
 Área construída",135000
1650152442-2034,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-150-m-na-porto-quarta-seccao-da-barra-zona-portuaria-rio-grande-rs-a-venda-por-170000/CA0250-LINL?from=sale,Casa,Rio Grande,Zona Portuária,7 Quartos,0,7 Banheiros,0,"150 m²
 Área construída",170000
1650152660-2073,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=5,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-220-m-na-rua-dom-bosco-miguel-de-castro-moreira-rio-grande-rs-a-venda-por-335000/SO0182-LINL?from=sale,Sobrado,Rio Grande,Miguel de Castro Moreira,2 Quartos,0,1 Banheiro,0,"220 m²
 Área construída",335000
1650152509-2046,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-50-m-na-rua-engenheiro-joao-kramer-de-lima-parque-residencial-sao-pedro-rio-grande-rs-a-venda-por-210000/CA0679-LINL?from=sale,Casa,Rio Grande,Parque Residencial São Pedro,2 Quartos,0,1 Banheiro,0,"50 m²
 Área construída",210000
1650152405-2028,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-na-querencia-terreno-12mx25m/CA0980-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,0,"68 m²
 Área construída",112000
1650152494-2044,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-60-m-na-rua-general-abreu-cidade-nova-rio-grande-rs-a-venda-por-150000/SO0186-LINL?from=sale,Sobrado,Rio Grande,Cidade Nova,2 Quartos,0,1 Banheiro,0,"60 m²
 Área construída",150000
1650152384-2024,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-com-2-dormitorios-68-m-venda-por-135000-ou-aluguel-por-550-mes-vila-maria-jose-rio-grande-rs/AP0699-LINL?from=sale,Apartamento,Rio Grande,Vila Maria José,2 Quartos,0,1 Banheiro,0,"68 m²
 Área útil",135000
1650152478-2041,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-52-m-na-rua-saturnino-de-brito-vila-sao-miguel-rio-grande-rs-a-venda-por-150000/CA0402-LINL?from=sale,Casa,Rio Grande,Vila São Miguel,1 Quarto,0,1 Banheiro,0,"52 m²
 Área construída",150000
1650152629-2068,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/aceita-financiamento-apartamento-amplo-de-2-dormitorios-com-cond-baixo-e-proximo-arua-24-de-maio/AP0657-LINL?from=sale,Apartamento,Rio Grande,Centro,2 Quartos,0,1 Banheiro,0,"60 m²
 Área útil",220000
1650152400-2027,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-58-m-na-avenida-almirante-tamandare-nossa-senhora-dos-navegantes-rio-grande-rs-a-venda-por-125000/AP0153-LINL?from=sale,Apartamento,Rio Grande,Nossa Senhora dos Navegantes,2 Quartos,0,1 Banheiro,0,"58 m²
 Área útil",125000
1650152447-2035,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-68-m-na-rua-buarque-de-macedo-cidade-nova-rio-grande-rs-a-venda-por-170000/AP0609-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,3 Quartos,0,1 Banheiro,0,"68 m²
 Área útil",170000
1650152514-2047,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-bem-localizada-no-canalete-necessita-reforma/CA0813-LINL?from=sale,Casa,Rio Grande,Cidade Nova,5 Quartos,0,3 Banheiros,0,"330 m²
 Área construída",200000
1650152702-2081,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=5,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-480-m-na-rua-nicolau-coelho-parque-residencial-coelho-rio-grande-rs-a-venda-por-280000/CA0690-LINL?from=sale,Casa,Rio Grande,Parque Residencial Coelho,8 Quartos,0,4 Banheiros,0,"480 m²
 Área construída",280000
1650152634-2069,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-50-m-na-rua-rio-de-janeiro-cassino-rio-grande-rs-a-venda-por-215000-ou-aluguel-por-900-mes/AP0628-LINL?from=sale,Apartamento,Rio Grande,Cassino,1 Quarto,0,1 Banheiro,0,"50 m²
 Área útil",215000
1650152520-2048,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-75-m-na-rua-andradas-centro-rio-grande-rs-a-venda-por-200000/AP0108-LINL?from=sale,Apartamento,Rio Grande,Centro,2 Quartos,0,1 Banheiro,0,"75 m²
 Área útil",200000
1650152608-2064,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-56-m-na-rua-intendente-carvalho-parque-residencial-coelho-rio-grande-rs-a-venda-por-240000-ou-aluguel-por-900-mes/AP0666-LINL?from=sale,Apartamento,Rio Grande,Parque Residencial Coelho,1 Quarto,0,1 Banheiro,0,"56 m²
 Área útil",240000
1650152613-2065,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-82-m-na-rua-dom-manoel-i-parque-residencial-coelho-rio-grande-rs-a-venda-por-240000/AP0517-LINL?from=sale,Apartamento,Rio Grande,Parque Residencial Coelho,2 Quartos,0,1 Banheiro,0,"82 m²
 Área útil",240000
1650152488-2043,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-em-condominio-aceita-troca-por-ap-no-par-d-bosco/CA0787-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2 Quartos,0,1 Banheiro,0,"45 m²
 Área construída",150000
1650152468-2039,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-48-m-na-estrada-roberto-socoowski-vila-sao-miguel-rio-grande-rs-a-venda-por-150000/AP0566-LINL?from=sale,Apartamento,Rio Grande,Vila São Miguel,2 Quartos,0,1 Banheiro,0,"48 m²
 Área útil",150000
1650152593-2061,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-146-m-venda-por-250000-ou-aluguel-por-1700-mes-centro-rio-grande-rs/CA0762-LINL?from=sale,Casa,Rio Grande,Centro,3 Quartos,0,2 Banheiros,0,"146 m²
 Área construída",250000
1650152535-2051,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=0&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-com-2-dormitorios-a-venda-60-m-por-190000-cidade-nova-rio-grande-rs/AP0650-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,2 Quartos,0,1 Banheiro,0,"60 m²
 Área útil",190000
